ip,app,device,os,channel,click_time,attributed_time,app*device,app*os,,is_attributed
166751,5,1,22,377,2017-11-06 16:22:06,2017-11-07 08:30:28,5,110,,1
30121,21,1,19,128,2017-11-06 16:19:43,,21,399,,0
166122,6,1,18,125,2017-11-06 16:05:05,,6,108,,0
5817,6,1,13,459,2017-11-06 16:01:09,,6,78,,0
108889,15,1,22,245,2017-11-06 16:08:20,,15,330,,0
22658,2,1,19,477,2017-11-06 16:22:06,,2,38,,0
161425,15,1,13,245,2017-11-06 16:21:44,,15,195,,0
65302,24,2,22,105,2017-11-06 16:21:23,,48,528,,0
105091,12,1,11,265,2017-11-06 16:20:05,,12,132,,0
2076,20,2,13,259,2017-11-06 16:10:52,,40,260,,0
57341,23,1,16,153,2017-11-06 16:10:20,,23,368,,0
201182,2,1,19,219,2017-11-06 16:22:30,,2,38,,0
104164,14,1,17,463,2017-11-06 16:21:46,,14,238,,0
63205,19,0,24,213,2017-11-06 16:02:59,2017-11-06 16:05:08,0,456,,1
43855,18,2,9,121,2017-11-06 16:10:00,,36,162,,0
159433,19,0,29,213,2017-11-06 16:05:43,2017-11-06 16:10:56,0,551,,1
199758,10,1,34,113,2017-11-06 16:18:03,2017-11-06 16:18:35,10,340,,1
134410,29,1,8,213,2017-11-06 16:07:58,2017-11-06 17:34:04,29,232,,1
98971,2,1,37,477,2017-11-06 16:08:54,,2,74,,0
136063,84,0,607,101,2017-11-06 16:21:27,2017-11-06 16:30:36,0,50988,,1
188387,11,1,22,319,2017-11-06 16:03:43,,11,242,,0
114612,14,1,19,379,2017-11-06 16:17:07,,14,266,,0
50683,8,1,19,145,2017-11-06 16:01:01,2017-11-07 07:12:53,8,152,,1
121442,11,1,19,319,2017-11-06 16:09:59,,11,209,,0
199250,72,1,13,101,2017-11-06 16:18:47,2017-11-06 16:34:08,72,936,,1
201182,15,1,19,245,2017-11-06 16:14:05,,15,285,,0
10392,2,1,19,477,2017-11-06 16:21:12,,2,38,,0
131432,21,1,19,113,2017-11-06 16:01:02,2017-11-06 16:45:24,21,399,,1
165828,19,0,50,343,2017-11-06 16:05:19,2017-11-07 05:10:56,0,950,,1
114461,29,1,19,343,2017-11-06 16:01:00,2017-11-07 04:05:43,29,551,,1
118412,29,1,13,343,2017-11-06 16:20:37,2017-11-07 04:06:16,29,377,,1
12506,14,1,32,379,2017-11-06 16:05:46,,14,448,,0
114632,8,1,19,145,2017-11-06 16:00:45,2017-11-07 00:05:46,8,152,,1
33738,2,1,13,477,2017-11-06 16:09:00,,2,26,,0
148663,3,1,3,424,2017-11-06 16:20:15,2017-11-07 14:23:12,3,9,,1
99054,115,1,20,203,2017-11-06 16:01:36,2017-11-06 16:04:09,115,2300,,1
9579,9,1,19,134,2017-11-06 16:02:31,,9,171,,0
152346,14,1,22,123,2017-11-06 16:01:53,,14,308,,0
134548,1,1,27,377,2017-11-06 16:00:06,,1,27,,0
154923,45,1,3,213,2017-11-06 16:22:59,2017-11-06 16:23:50,45,135,,1
127296,12,1,25,265,2017-11-06 16:10:33,,12,300,,0
28223,3,1,15,452,2017-11-06 16:18:44,,3,45,,0
130329,79,1,19,213,2017-11-06 16:13:25,2017-11-06 16:17:12,79,1501,,1
17263,15,1,13,153,2017-11-06 16:12:32,,15,195,,0
200681,155,1,13,213,2017-11-06 16:16:20,2017-11-06 16:17:43,155,2015,,1
27307,18,3032,607,107,2017-11-06 16:14:55,,54576,10926,,0
24943,1,1,15,134,2017-11-06 16:05:29,,1,15,,0
49520,15,1,13,245,2017-11-06 16:17:17,,15,195,,0
57546,29,1,41,213,2017-11-06 16:00:07,2017-11-06 16:03:51,29,1189,,1
164401,18,1,13,134,2017-11-06 16:07:31,2017-11-07 11:49:38,18,234,,1
52158,19,54,0,213,2017-11-06 16:22:39,2017-11-06 16:24:27,1026,0,,1
47284,12,1,19,178,2017-11-06 16:05:59,,12,228,,0
182302,20,2,13,259,2017-11-06 16:15:28,,40,260,,0
62025,21,1,13,128,2017-11-06 16:10:47,,21,273,,0
79827,13,1,607,400,2017-11-06 16:00:13,,13,7891,,0
66325,3,1,22,280,2017-11-06 16:02:59,,3,66,,0
149471,20,1,3,259,2017-11-06 16:22:28,,20,60,,0
136270,84,89,21,101,2017-11-06 16:09:33,2017-11-06 16:13:08,7476,1764,,1
63812,3,1,10,205,2017-11-06 16:22:31,,3,30,,0
15530,18,1,18,439,2017-11-06 16:08:53,,18,324,,0
163347,15,1,6,379,2017-11-06 16:20:27,2017-11-06 16:21:04,15,90,,1
164464,19,16,0,213,2017-11-06 16:15:07,2017-11-06 16:15:54,304,0,,1
177575,29,1,6,213,2017-11-06 16:21:46,2017-11-06 16:22:09,29,174,,1
34912,18,3032,607,107,2017-11-06 16:02:26,,54576,10926,,0
124066,35,1,13,21,2017-11-06 16:17:04,2017-11-06 23:23:26,35,455,,1
54895,12,1,6,259,2017-11-06 16:09:51,,12,72,,0
132081,19,0,21,213,2017-11-06 16:22:52,2017-11-06 16:24:53,0,399,,1
7395,14,1,19,379,2017-11-06 16:07:37,,14,266,,0
132831,9,1,14,258,2017-11-06 16:06:40,,9,126,,0
163893,3,1,17,280,2017-11-06 16:06:04,,3,51,,0
49462,24,2,13,105,2017-11-06 16:20:58,,48,312,,0
136221,1,1,6,17,2017-11-06 16:13:02,2017-11-06 16:13:52,1,6,,1
178365,9,1,13,253,2017-11-06 16:19:23,2017-11-07 14:55:01,9,117,,1
171396,14,1,13,467,2017-11-06 16:21:30,,14,182,,0
50461,3,1,19,409,2017-11-06 16:21:44,,3,57,,0
169008,96,109,29,282,2017-11-06 16:05:36,2017-11-06 16:06:38,10464,2784,,1
1082,15,1,53,430,2017-11-06 16:19:58,,15,795,,0
183250,19,685,38,213,2017-11-06 16:01:02,2017-11-06 16:03:12,13015,722,,1
58760,39,1,13,101,2017-11-06 16:21:03,2017-11-06 16:24:36,39,507,,1
204456,14,1,6,463,2017-11-06 16:00:31,2017-11-06 16:01:03,14,84,,1
79874,3,1,2,424,2017-11-06 16:02:19,,3,6,,0
73516,12,1,35,259,2017-11-06 16:06:54,,12,420,,0
23233,6,1,18,125,2017-11-06 16:20:27,,6,108,,0
160590,19,0,38,347,2017-11-06 16:16:01,2017-11-07 08:55:22,0,722,,1
147153,19,0,24,213,2017-11-06 16:13:17,2017-11-06 16:25:36,0,456,,1
134014,8,1,35,145,2017-11-06 16:12:34,2017-11-06 16:15:46,8,280,,1
11632,35,1,10,21,2017-11-06 16:01:53,2017-11-07 03:15:38,35,350,,1
48062,21,1,19,128,2017-11-06 16:10:42,,21,399,,0
103510,8,1,2,145,2017-11-06 16:02:06,,8,16,,0
58434,19,0,21,343,2017-11-06 16:04:53,2017-11-06 17:20:51,0,399,,1
145402,19,88,24,282,2017-11-06 16:04:31,2017-11-06 22:53:51,1672,456,,1
81896,3,1,9,452,2017-11-06 16:05:34,,3,27,,0
127227,9,1,10,234,2017-11-06 16:14:58,,9,90,,0
202883,0,343,0,101,2017-11-06 16:09:07,2017-11-06 16:12:56,0,0,,1
140913,2,1,22,258,2017-11-06 16:09:23,,2,44,,0
47618,21,1,13,128,2017-11-06 16:22:39,,21,273,,0
9993,10,1,13,377,2017-11-06 16:04:06,2017-11-06 19:54:19,10,130,,1
190032,34,1,19,243,2017-11-06 16:01:49,2017-11-06 16:11:51,34,646,,1
181898,18,1,19,121,2017-11-06 16:11:34,,18,342,,0
152676,10,1,31,113,2017-11-06 16:19:03,2017-11-06 16:19:31,10,310,,1
108913,122,1,22,21,2017-11-06 16:11:16,2017-11-06 23:50:03,122,2684,,1
93934,19,0,0,213,2017-11-06 16:09:08,2017-11-07 02:38:20,0,0,,1
123318,12,1,25,245,2017-11-06 16:13:55,,12,300,,0
27946,19,0,24,213,2017-11-06 16:06:18,2017-11-07 03:17:20,0,456,,1
17149,3,1,16,424,2017-11-06 16:04:15,2017-11-06 16:17:57,3,48,,1
70552,15,1,15,245,2017-11-06 16:01:41,,15,225,,0
37135,12,1,19,245,2017-11-06 16:07:10,,12,228,,0
63812,17,1,13,280,2017-11-06 16:05:34,,17,221,,0
127468,19,0,21,213,2017-11-06 16:17:15,2017-11-06 16:39:07,0,399,,1
8556,3,1,18,280,2017-11-06 16:21:21,,3,54,,0
130655,19,211,29,213,2017-11-06 16:19:01,2017-11-06 16:19:44,4009,551,,1
188929,3,1,19,409,2017-11-06 16:22:42,,3,57,,0
147164,15,1,25,430,2017-11-06 16:22:20,,15,375,,0
180544,19,0,0,213,2017-11-06 16:20:11,2017-11-06 16:21:45,0,0,,1
31982,35,1,17,21,2017-11-06 16:21:10,2017-11-07 03:07:51,35,595,,1
114083,34,1,13,243,2017-11-06 16:21:17,2017-11-06 19:30:42,34,442,,1
5348,19,322,24,213,2017-11-06 16:13:48,2017-11-06 16:14:43,6118,456,,1
125217,35,1,9,21,2017-11-06 16:05:46,2017-11-07 09:45:05,35,315,,1
88826,35,1,19,274,2017-11-06 16:08:44,2017-11-07 01:54:12,35,665,,1
46283,19,0,24,213,2017-11-06 16:00:53,2017-11-06 16:07:56,0,456,,1
16649,15,1,18,245,2017-11-06 16:11:48,,15,270,,0
189682,35,1,13,21,2017-11-06 16:00:07,2017-11-06 23:37:17,35,455,,1
141979,3,1,40,480,2017-11-06 16:00:32,2017-11-06 16:01:28,3,120,,1
75275,78,0,67,224,2017-11-06 16:19:09,2017-11-07 08:33:39,0,5226,,1
119262,3,1,13,280,2017-11-06 16:07:11,,3,39,,0
79881,15,1,13,412,2017-11-06 16:18:43,,15,195,,0
126597,15,1,19,245,2017-11-06 16:09:24,,15,285,,0
105560,9,1,19,442,2017-11-06 16:07:28,,9,171,,0
125860,18,1,1,107,2017-11-06 16:01:08,,18,18,,0
116248,10,1,19,113,2017-11-06 16:21:18,2017-11-07 06:18:31,10,190,,1
188844,108,1,14,243,2017-11-06 16:02:01,2017-11-06 16:02:24,108,1512,,1
4542,15,1,13,480,2017-11-06 16:05:17,,15,195,,0
73516,21,1,19,128,2017-11-06 16:20:42,,21,399,,0
66539,19,0,0,213,2017-11-06 16:17:55,2017-11-06 16:21:02,0,0,,1
171870,48,1,19,213,2017-11-06 16:03:58,2017-11-06 16:04:40,48,912,,1
48703,19,0,29,213,2017-11-06 16:22:59,2017-11-06 16:27:23,0,551,,1
121216,15,1,23,140,2017-11-06 16:20:01,,15,345,,0
11450,9,1,18,232,2017-11-06 16:03:46,,9,162,,0
24295,19,0,38,347,2017-11-06 16:18:35,2017-11-06 23:46:43,0,722,,1
46482,3,1,19,173,2017-11-06 16:22:21,,3,57,,0
152402,19,0,29,213,2017-11-06 16:13:24,2017-11-06 16:14:21,0,551,,1
137377,8,1,16,145,2017-11-06 16:01:28,2017-11-07 09:41:52,8,128,,1
50482,14,1,22,478,2017-11-06 16:21:42,2017-11-06 16:22:38,14,308,,1
109243,1,1,36,134,2017-11-06 16:11:25,,1,36,,0
119483,29,1,13,343,2017-11-06 16:10:48,2017-11-07 00:09:42,29,377,,1
65863,2,1,35,477,2017-11-06 16:00:01,,2,70,,0
206446,20,1,13,259,2017-11-06 16:15:35,2017-11-07 00:03:44,20,260,,1
8259,8,1,19,145,2017-11-06 16:14:06,,8,152,,0
36150,2,1,19,205,2017-11-06 16:07:12,,2,38,,0
138667,29,1,10,213,2017-11-06 16:00:37,2017-11-06 16:02:00,29,290,,1
201903,9,1,20,442,2017-11-06 16:21:10,2017-11-07 01:09:48,9,180,,1
56516,2,1,17,477,2017-11-06 16:03:00,,2,34,,0
189876,35,1,19,21,2017-11-06 16:07:58,2017-11-07 09:26:31,35,665,,1
78778,2,1,13,219,2017-11-06 16:01:39,,2,26,,0
41094,3,1,18,489,2017-11-06 16:04:06,,3,54,,0
68855,155,1,3,213,2017-11-06 16:06:40,2017-11-06 16:07:27,155,465,,1
164120,24,1,28,105,2017-11-06 16:09:40,,24,672,,0
94209,18,1,9,121,2017-11-06 16:16:20,,18,162,,0
154721,19,0,0,347,2017-11-06 16:14:43,2017-11-07 05:01:06,0,0,,1
18722,2,1,19,477,2017-11-06 16:12:13,,2,38,,0
164713,29,1,19,213,2017-11-06 16:03:23,2017-11-06 16:16:49,29,551,,1
119750,9,1,13,215,2017-11-06 16:16:22,,9,117,,0
16481,14,1,19,379,2017-11-06 16:06:31,,14,266,,0
24008,12,1,19,245,2017-11-06 16:19:55,,12,228,,0
148550,19,0,29,213,2017-11-06 16:02:09,2017-11-06 16:02:52,0,551,,1
164776,3,1,13,135,2017-11-06 16:05:17,,3,39,,0
171189,29,1,15,101,2017-11-06 16:05:20,2017-11-06 16:06:34,29,435,,1
61253,12,1,19,265,2017-11-06 16:15:20,,12,228,,0
99754,2,1,19,377,2017-11-06 16:06:26,,2,38,,0
200626,29,1,19,213,2017-11-06 16:05:41,2017-11-06 16:06:22,29,551,,1
107922,24,1,19,105,2017-11-06 16:09:34,,24,456,,0
79023,2,1,11,401,2017-11-06 16:02:40,,2,22,,0
92258,12,1,25,245,2017-11-06 16:04:10,,12,300,,0
89189,12,1,20,140,2017-11-06 16:22:03,,12,240,,0
50169,1,1,19,134,2017-11-06 16:03:28,,1,19,,0
4989,9,1,13,134,2017-11-06 16:09:01,2017-11-06 16:09:39,9,117,,1
5633,2,1,17,258,2017-11-06 16:14:23,,2,34,,0
201775,1,1,28,349,2017-11-06 16:03:04,2017-11-06 16:03:44,1,28,,1
69645,35,1,13,274,2017-11-06 16:21:55,2017-11-06 17:28:51,35,455,,1
26766,20,1,37,259,2017-11-06 16:07:34,2017-11-07 06:59:54,20,740,,1
211461,9,1,22,244,2017-11-06 16:11:53,,9,198,,0
164668,19,0,21,333,2017-11-06 16:10:35,2017-11-06 16:12:53,0,399,,1
69944,72,1,18,101,2017-11-06 16:18:22,2017-11-06 16:22:58,72,1296,,1
42112,15,1,19,315,2017-11-06 16:17:14,,15,285,,0
102372,3,1,13,137,2017-11-06 16:22:11,,3,39,,0
105534,2,1,13,205,2017-11-06 16:20:44,,2,26,,0
26951,35,1,19,21,2017-11-06 16:15:59,2017-11-06 22:08:37,35,665,,1
20242,9,1,1,232,2017-11-06 16:18:01,,9,9,,0
35703,12,1,13,178,2017-11-06 16:06:58,,12,156,,0
20515,37,1,13,213,2017-11-06 16:22:24,2017-11-06 16:26:17,37,481,,1
168798,18,1,19,107,2017-11-06 16:00:50,2017-11-07 08:06:27,18,342,,1
25009,13,1,13,477,2017-11-06 16:22:49,,13,169,,0
18581,6,1,22,459,2017-11-06 16:22:09,,6,132,,0
22085,19,0,29,213,2017-11-06 16:09:02,2017-11-06 16:10:53,0,551,,1
105560,11,1,17,219,2017-11-06 16:05:18,2017-11-06 16:12:37,11,187,,1
193070,29,1,13,213,2017-11-06 16:09:01,2017-11-06 16:09:28,29,377,,1
50924,9,1,25,215,2017-11-06 16:09:17,2017-11-07 00:20:21,9,225,,1
81683,3,1,13,466,2017-11-06 16:17:01,2017-11-06 18:16:58,3,39,,1
114235,8,1,26,145,2017-11-06 16:05:24,,8,208,,0
73238,12,1,19,245,2017-11-06 16:03:58,,12,228,,0
67313,60,1,13,21,2017-11-06 16:02:56,2017-11-07 07:07:44,60,780,,1
188719,19,40,24,282,2017-11-06 16:00:23,2017-11-06 16:07:46,760,456,,1
22393,19,0,0,213,2017-11-06 16:09:55,2017-11-07 07:37:42,0,0,,1
114518,29,1,10,213,2017-11-06 16:03:40,2017-11-06 16:04:29,29,290,,1
5314,12,1,19,245,2017-11-06 16:15:45,,12,228,,0
146632,79,1,19,213,2017-11-06 16:03:28,2017-11-06 16:12:26,79,1501,,1
41399,12,2,9,178,2017-11-06 16:13:26,,24,108,,0
146191,19,230,24,333,2017-11-06 16:20:21,2017-11-07 06:24:38,4370,456,,1
130269,21,2,36,128,2017-11-06 16:18:04,,42,756,,0
166015,12,1,3,245,2017-11-06 16:17:33,,12,36,,0
67658,19,0,0,347,2017-11-06 16:15:05,2017-11-06 16:20:50,0,0,,1
4414,25,1,13,259,2017-11-06 16:05:34,,25,325,,0
174885,11,1,96,219,2017-11-06 16:22:00,2017-11-07 00:06:22,11,1056,,1
169013,2,1,13,435,2017-11-06 16:10:44,,2,26,,0
146038,15,1,6,386,2017-11-06 16:07:24,2017-11-06 16:08:04,15,90,,1
116831,45,1,13,411,2017-11-06 16:12:14,2017-11-07 15:22:34,45,585,,1
20362,18,1,19,439,2017-11-06 16:16:07,,18,342,,0
92878,35,1,13,21,2017-11-06 16:08:51,2017-11-06 18:53:52,35,455,,1
73814,9,1,22,134,2017-11-06 16:18:50,,9,198,,0
185800,19,16,0,213,2017-11-06 16:06:27,2017-11-06 16:08:14,304,0,,1
151356,19,0,24,347,2017-11-06 16:14:47,2017-11-07 15:24:06,0,456,,1
28621,9,1,19,134,2017-11-06 16:00:45,,9,171,,0
185272,20,1,13,259,2017-11-06 16:12:50,2017-11-07 07:52:24,20,260,,1
44725,3,1,13,480,2017-11-06 16:10:20,,3,39,,0
64520,3,1,13,280,2017-11-06 16:01:16,,3,39,,0
9106,26,1,13,266,2017-11-06 16:14:09,,26,338,,0
102005,35,1,8,21,2017-11-06 16:05:12,2017-11-07 09:44:20,35,280,,1
59411,10,1,13,377,2017-11-06 16:06:04,,10,130,,0
145215,16,1,41,268,2017-11-06 16:05:32,2017-11-06 17:22:30,16,656,,1
99331,35,1,22,274,2017-11-06 16:12:48,2017-11-06 23:51:53,35,770,,1
36370,13,1,19,400,2017-11-06 16:03:21,2017-11-06 17:56:20,13,247,,1
126647,72,1,6,101,2017-11-06 16:00:05,2017-11-06 16:01:18,72,432,,1
89314,10,1,19,113,2017-11-06 16:06:15,2017-11-07 06:41:31,10,190,,1
196073,2,1,53,213,2017-11-06 16:04:34,2017-11-06 16:28:58,2,106,,1
142011,29,1,25,213,2017-11-06 16:09:17,2017-11-06 16:10:29,29,725,,1
37058,18,3032,607,107,2017-11-06 16:00:02,,54576,10926,,0
23641,3,1,13,424,2017-11-06 16:16:22,,3,39,,0
108079,12,1,25,178,2017-11-06 16:13:42,,12,300,,0
197145,20,2,11,259,2017-11-06 16:10:41,,40,220,,0
124325,9,1,13,442,2017-11-06 16:07:46,,9,117,,0
96178,35,1,13,274,2017-11-06 16:11:57,2017-11-07 10:34:58,35,455,,1
3682,78,0,67,224,2017-11-06 16:15:16,2017-11-07 10:16:20,0,5226,,1
45813,26,1,13,266,2017-11-06 16:16:00,,26,338,,0
108881,107,1,13,171,2017-11-06 16:13:25,2017-11-07 15:55:31,107,1391,,1
191358,9,1,3,234,2017-11-06 16:11:50,2017-11-07 01:54:06,9,27,,1
5348,19,0,38,347,2017-11-06 16:06:22,2017-11-06 16:06:24,0,722,,1
183871,64,1,22,459,2017-11-06 16:22:17,2017-11-07 01:04:43,64,1408,,1
53501,15,1,25,245,2017-11-06 16:16:41,,15,375,,0
92904,32,1,13,21,2017-11-06 16:04:39,,32,416,,0
67751,15,1,1,153,2017-11-06 16:16:08,,15,15,,0
206603,35,1,35,274,2017-11-06 16:09:40,2017-11-06 18:35:33,35,1225,,1
160956,3,1,20,137,2017-11-06 16:01:03,2017-11-07 09:59:28,3,60,,1
147123,15,1,47,480,2017-11-06 16:17:36,,15,705,,0
105475,15,1,44,386,2017-11-06 16:00:02,,15,660,,0
154979,8,1,3,145,2017-11-06 16:06:15,,8,24,,0
7125,5,1,19,377,2017-11-06 16:00:31,2017-11-06 23:58:29,5,95,,1
135462,19,0,24,213,2017-11-06 16:11:33,2017-11-06 16:20:06,0,456,,1
45414,2,1,37,258,2017-11-06 16:09:13,,2,74,,0
164036,2,1,13,122,2017-11-06 16:17:58,,2,26,,0
37703,15,1,6,245,2017-11-06 16:02:21,,15,90,,0
39834,2,1,19,205,2017-11-06 16:19:39,,2,38,,0
90143,13,1,13,477,2017-11-06 16:05:33,,13,169,,0
147551,29,2,9,101,2017-11-06 16:19:16,2017-11-06 16:21:07,58,261,,1
129224,79,1,8,213,2017-11-06 16:06:46,2017-11-06 16:08:23,79,632,,1
74999,3,1,19,115,2017-11-06 16:15:22,,3,57,,0
111910,2,1,22,401,2017-11-06 16:16:18,,2,44,,0
128084,3,1,13,130,2017-11-06 16:05:03,,3,39,,0
87914,35,1,19,274,2017-11-06 16:18:55,2017-11-06 23:12:02,35,665,,1
45137,8,1,13,145,2017-11-06 16:15:13,2017-11-07 01:38:29,8,104,,1
54125,11,1,32,173,2017-11-06 16:20:15,,11,352,,0
202599,3,1,20,409,2017-11-06 16:02:32,,3,60,,0
199760,12,1,17,409,2017-11-06 16:18:22,,12,204,,0
23700,35,1,19,274,2017-11-06 16:03:23,2017-11-06 17:05:25,35,665,,1
5348,12,1,25,409,2017-11-06 16:03:36,,12,300,,0
93054,3,2,13,280,2017-11-06 16:05:14,,6,39,,0
100929,3,1,22,137,2017-11-06 16:00:53,,3,66,,0
49553,19,0,24,213,2017-11-06 16:03:59,2017-11-06 16:27:40,0,456,,1
88393,3,1,7,379,2017-11-06 16:18:09,,3,21,,0
39303,12,1,19,245,2017-11-06 16:02:54,,12,228,,0
58918,8,1,19,145,2017-11-06 16:03:15,,8,152,,0
53960,120,7,21,213,2017-11-06 16:09:06,2017-11-06 16:30:34,840,2520,,1
32412,9,1,18,234,2017-11-06 16:07:59,2017-11-06 23:35:58,9,162,,1
201503,3,1,13,280,2017-11-06 16:10:33,,3,39,,0
144876,20,1,20,259,2017-11-06 16:17:43,,20,400,,0
18703,14,1,19,123,2017-11-06 16:01:42,,14,266,,0
184575,19,0,29,213,2017-11-06 16:11:08,2017-11-06 16:11:58,0,551,,1
38257,13,1,13,469,2017-11-06 16:05:33,,13,169,,0
138580,19,18,0,333,2017-11-06 16:09:28,2017-11-07 07:39:08,342,0,,1
177616,19,0,0,213,2017-11-06 16:05:41,2017-11-06 16:06:44,0,0,,1
161908,19,0,29,213,2017-11-06 16:13:06,2017-11-06 16:13:55,0,551,,1
77821,12,1,16,178,2017-11-06 16:12:06,,12,192,,0
93836,6,1,8,125,2017-11-06 16:05:34,,6,48,,0
153942,19,0,29,347,2017-11-06 16:17:30,2017-11-06 17:08:44,0,551,,1
110833,15,1,25,245,2017-11-06 16:19:45,,15,375,,0
209540,3,1,10,280,2017-11-06 16:17:07,,3,30,,0
67494,21,2,19,128,2017-11-06 16:20:59,,42,399,,0
8924,12,1,13,259,2017-11-06 16:18:51,,12,156,,0
84428,21,1,19,128,2017-11-06 16:08:39,,21,399,,0
194436,12,1,19,178,2017-11-06 16:18:02,,12,228,,0
204654,8,1,13,145,2017-11-06 16:20:38,,8,104,,0
185358,35,1,13,274,2017-11-06 16:10:31,2017-11-07 00:42:53,35,455,,1
191797,15,1,19,140,2017-11-06 16:04:16,,15,285,,0
39784,12,1,25,265,2017-11-06 16:11:45,,12,300,,0
160578,19,0,0,213,2017-11-06 16:19:09,2017-11-06 16:20:29,0,0,,1
106000,12,1,13,245,2017-11-06 16:09:48,,12,156,,0
189432,29,1,19,213,2017-11-06 16:04:11,2017-11-06 16:05:02,29,551,,1
183722,29,1,19,213,2017-11-06 16:00:48,2017-11-06 16:05:05,29,551,,1
91536,14,1,8,467,2017-11-06 16:11:11,,14,112,,0
144623,35,1,13,274,2017-11-06 16:05:37,2017-11-06 16:24:32,35,455,,1
196668,121,1,22,203,2017-11-06 16:01:58,2017-11-06 16:05:31,121,2662,,1
7664,8,1,19,145,2017-11-06 16:10:40,,8,152,,0
30001,35,1,13,274,2017-11-06 16:19:55,2017-11-06 23:37:05,35,455,,1
111385,3,1,16,115,2017-11-06 16:14:27,,3,48,,0
4172,24,1,13,105,2017-11-06 16:22:43,,24,312,,0
191355,35,1,18,274,2017-11-06 16:02:27,2017-11-06 17:46:17,35,630,,1
206654,128,1,13,243,2017-11-06 16:00:09,2017-11-06 16:01:22,128,1664,,1
53040,19,0,38,213,2017-11-06 16:02:53,2017-11-06 16:12:40,0,722,,1
8413,265,0,0,101,2017-11-06 16:14:55,2017-11-06 16:25:36,0,0,,1
163643,45,1,41,213,2017-11-06 16:00:11,2017-11-06 16:02:02,45,1845,,1
187207,19,0,29,347,2017-11-06 16:07:53,2017-11-07 03:15:26,0,551,,1
86017,23,1,13,153,2017-11-06 16:01:20,,23,299,,0
40543,15,1,3,140,2017-11-06 16:00:34,,15,45,,0
73487,9,1,13,134,2017-11-06 16:10:39,,9,117,,0
154979,8,1,18,145,2017-11-06 16:02:57,2017-11-07 02:22:03,8,144,,1
106200,10,1,44,101,2017-11-06 16:00:12,2017-11-06 17:53:42,10,440,,1
63787,9,1,19,134,2017-11-06 16:10:27,,9,171,,0
172786,8,1,19,145,2017-11-06 16:06:54,2017-11-07 11:37:25,8,152,,1
208720,19,0,29,213,2017-11-06 16:05:03,2017-11-06 16:05:49,0,551,,1
50649,35,1,25,274,2017-11-06 16:18:32,2017-11-07 01:13:13,35,875,,1
119818,12,1,17,178,2017-11-06 16:05:47,,12,204,,0
95766,14,1,25,442,2017-11-06 16:04:55,,14,350,,0
168883,84,184,21,101,2017-11-06 16:17:25,2017-11-06 16:18:19,15456,1764,,1
168805,19,0,24,213,2017-11-06 16:21:56,2017-11-06 16:23:27,0,456,,1
180539,35,1,13,274,2017-11-06 16:05:53,2017-11-06 17:28:04,35,455,,1
69375,18,1,25,107,2017-11-06 16:18:22,,18,450,,0
122411,3,1,28,489,2017-11-06 16:18:10,,3,84,,0
154666,19,40,24,213,2017-11-06 16:21:46,2017-11-06 16:22:20,760,456,,1
153198,29,1,18,213,2017-11-06 16:06:01,2017-11-06 16:07:38,29,522,,1
179335,18,1,37,107,2017-11-06 16:18:13,,18,666,,0
154533,1,1,11,134,2017-11-06 16:05:25,,1,11,,0
185701,24,1,13,105,2017-11-06 16:02:43,,24,312,,0
88881,12,1,41,105,2017-11-06 16:17:41,,12,492,,0
43629,26,1,22,266,2017-11-06 16:18:15,2017-11-06 22:59:46,26,572,,1
77949,14,1,19,480,2017-11-06 16:01:47,,14,266,,0
149911,96,0,24,213,2017-11-06 16:11:42,2017-11-06 16:19:00,0,2304,,1
109294,35,1,13,274,2017-11-06 16:14:51,2017-11-06 22:46:47,35,455,,1
112009,12,1,19,245,2017-11-06 16:21:15,,12,228,,0
107091,29,1,19,343,2017-11-06 16:18:54,2017-11-06 16:35:59,29,551,,1
168317,12,1,23,259,2017-11-06 16:21:34,,12,276,,0
35317,3,1,19,280,2017-11-06 16:20:58,,3,57,,0
93450,12,1,20,265,2017-11-06 16:15:47,,12,240,,0
13870,9,1,13,232,2017-11-06 16:08:37,,9,117,,0
136026,84,0,607,101,2017-11-06 16:02:53,2017-11-06 16:03:27,0,50988,,1
133406,35,1,22,274,2017-11-06 16:19:53,2017-11-06 16:34:05,35,770,,1
114276,24,2,15,105,2017-11-06 16:17:36,,48,360,,0
25818,2,1,13,205,2017-11-06 16:22:02,,2,26,,0
106200,15,1,18,140,2017-11-06 16:09:44,,15,270,,0
119083,9,1,13,334,2017-11-06 16:22:02,,9,117,,0
208952,9,1,19,234,2017-11-06 16:11:16,,9,171,,0
81683,9,2,10,215,2017-11-06 16:03:39,,18,90,,0
77085,2,1,19,205,2017-11-06 16:01:37,,2,38,,0
129394,29,1,10,213,2017-11-06 16:00:19,2017-11-06 16:00:47,29,290,,1
60626,3,1,13,280,2017-11-06 16:12:35,2017-11-06 16:21:32,3,39,,1
31331,35,1,19,21,2017-11-06 16:04:09,2017-11-07 02:14:15,35,665,,1
124478,15,1,10,245,2017-11-06 16:01:21,,15,150,,0
122363,19,0,0,213,2017-11-06 16:22:19,2017-11-06 16:22:42,0,0,,1
77048,18,1,13,439,2017-11-06 16:22:52,,18,234,,0
197474,2,1,19,108,2017-11-06 16:04:37,2017-11-07 02:03:45,2,38,,1
69164,19,0,24,213,2017-11-06 16:14:15,2017-11-06 16:15:41,0,456,,1
