app	device	os	channel	delta_time	is_attributed
18	1	19	107	1.86	1
19	0	0	343	2.4	1
107	1	18	171	0.91	1
13	1	17	477	0.51	1
3	1	6	402	2.54	0
17	1	19	311	1.71	1
3	1	10	19	1.09	0
3	1	13	280	1.96	0
19	0	29	333	0.75	1
19	0	38	213	2.49	1
18	1	19	107	1.99	0
15	1	19	265	0.81	0
29	1	13	213	2.95	1
15	1	41	480	1.39	0
19	0	38	347	2.56	0
10	1	11	113	0.55	1
26	1	13	121	2.9	0
11	1	30	319	2.6	0
37	1	19	21	0.7	1
21	1	19	128	2.41	0
12	1	22	178	0.9	0
14	1	10	480	2.97	0
19	0	21	213	2.94	1
2	1	19	212	2.57	0
21	1	10	128	2.02	0
9	1	6	107	2.01	0
18	1	36	121	2.89	0
12	1	6	178	0.43	0
19	0	24	213	2.83	1
79	1	13	213	1.86	1
19	0	0	213	1.54	1
26	1	2	266	0.79	1
2	1	19	237	0.92	0
9	1	22	466	1.92	0
19	497	0	213	2.38	1
19	0	24	333	1.88	1
64	1	12	459	0.46	0
9	1	19	334	2.32	0
19	0	24	213	0.69	1
19	0	0	213	2.83	1
9	1	13	244	0.95	1
19	0	0	213	2.96	1
19	301	21	213	2.69	1
19	0	29	347	0.74	1
3	1	13	280	1.67	0
9	1	17	234	1.91	0
2	1	19	477	2.63	0
9	1	15	466	1.71	0
8	1	13	145	1.04	1
18	1	9	449	2.72	0
15	1	13	278	0.32	0
34	1	25	243	1.91	1
12	1	13	328	2.98	0
1	1	16	150	2.85	0
45	1	10	213	2.96	1
2	1	19	237	2.48	0
45	1	12	465	0.74	1
45	1	66	419	2.94	1
19	67	24	213	2.72	1
29	1	19	213	1.83	1
15	1	13	315	2.57	0
19	0	29	213	1.64	1
19	0	24	213	1.96	1
15	1	13	245	0.65	0
9	1	13	127	2.84	0
19	0	38	213	0.97	1
12	1	8	259	0.9	0
15	1	17	140	0.88	0
18	1	12	107	2.55	0
26	1	13	121	1.77	0
2	2	25	122	2.94	0
15	1	13	130	0.49	0
18	1	19	121	1.93	0
35	1	19	274	1.14	1
29	1	19	343	0.88	1
15	1	19	245	1.06	0
11	1	17	481	0.88	0
15	1	13	245	1	0
12	1	13	328	2.38	0
10	1	47	113	1.59	1
3	1	8	115	0.7	1
13	1	11	477	0.69	0
19	0	0	268	0.41	1
18	1	19	107	1.77	0
2	1	13	237	1.97	0
35	1	19	21	1.58	1
13	1	9	477	0.9	0
19	0	29	213	1.93	1
14	1	9	480	0.73	0
12	1	16	140	0.6	1
14	1	19	349	2.37	1
20	1	13	259	0.6	1
29	1	17	343	2.45	1
9	1	1	466	2.86	0
3	1	22	130	2.96	0
2	1	10	243	0.02	0
3	1	98	137	1.46	0
39	1	13	213	2.47	1
12	1	13	245	1.98	0
35	1	19	21	1.63	1
19	6	29	213	2.94	1
10	1	2	377	2.79	0
35	1	18	21	0.04	1
35	1	17	21	1.28	1
3	1	19	173	1.09	1
1	1	19	153	1.79	0
15	1	42	245	0.53	0
21	1	10	232	2.39	0
20	1	13	478	0.74	1
3	1	13	379	2.45	0
19	16	0	213	2.65	1
19	0	0	213	0.3	1
19	0	24	213	2.68	1
18	1	16	107	1.6	0
3	1	19	211	2.7	1
9	1	13	215	0.52	0
3	1	6	130	0.19	1
18	1	13	107	0.82	0
10	1	30	113	2.58	1
14	1	19	349	2.7	0
10	1	16	377	1.41	1
35	1	27	274	0.71	1
1	1	13	153	2	0
19	0	24	213	0.02	1
45	1	32	465	0.75	1
18	1	19	121	0.87	0
18	1	13	107	2.64	0
10	1	61	113	1.68	1
5	1	27	113	1.66	1
19	122	0	213	0.92	1
39	1	11	101	1.99	1
35	1	17	274	1.6	1
29	1	8	343	1.68	1
10	1	30	113	1.52	1
3	1	17	153	0.78	0
3	1	11	379	0.71	0
13	1	19	400	1.74	0
19	0	0	213	1.64	1
15	1	22	3	3.01	0
3	1	19	130	2.6	1
35	1	19	274	2.74	1
19	0	24	347	1.48	1
18	1	19	107	1.65	0
12	1	22	340	1.93	0
35	1	15	274	0.42	1
9	1	13	134	1.99	0
12	1	19	328	1.04	0
12	1	13	265	0.31	0
2	1	58	477	1.91	0
19	0	24	347	1.47	1
10	1	43	113	1.4	1
29	1	19	213	2.59	1
3	1	3	424	2.99	0
15	1	13	430	1.48	1
10	1	7	113	1.53	1
2	1	19	377	1.94	1
29	1	25	213	2.9	1
19	704	21	213	0.9	1
10	1	37	113	3.01	1
29	1	13	213	1.53	1
19	0	24	347	1.75	1
12	1	15	259	2.54	0
26	1	27	266	2.93	0
18	1	10	121	1.02	0
19	40	24	213	2.86	1
19	0	24	347	1.37	1
18	1	13	121	1.13	0
9	1	13	134	2.71	0
1	1	13	349	2.23	0
10	1	47	113	2.52	1
12	1	16	277	0.4	0
2	1	13	477	2.23	0
2	1	20	236	2.25	0
19	0	24	347	2.51	1
35	1	19	274	0.39	1
18	1	1	439	1.76	0
12	1	17	178	1.73	0
12	1	41	178	1.68	0
3	1	17	489	0.79	0
24	1	13	105	0.35	1
12	1	20	340	2.13	0
3	1	44	280	2.5	0
5	1	27	113	0.75	1
19	0	21	347	2.33	1
29	1	13	213	1.01	1
15	1	19	386	0.95	0
18	1	19	134	0.11	0
15	1	19	153	0.87	0
10	1	10	377	2.45	1
72	1	19	101	0.05	1
12	1	15	409	1.56	0
2	1	18	219	0.03	1
19	0	0	333	1.59	1
24	1	19	178	2.39	1
14	1	19	467	2.39	1
5	1	32	113	2.48	1
29	1	37	213	2.72	1
5	1	61	113	2.91	1
15	1	14	315	0.04	0
18	1	10	126	1.47	0
12	1	23	140	1.99	0
15	1	22	259	0.71	0
14	1	13	463	1.38	0
10	1	43	113	0.79	1
19	0	21	213	1.98	1
13	1	35	469	2.59	0
14	1	20	349	0.38	0
9	1	13	127	2.6	0
12	1	6	424	2.85	0
62	1	19	21	1.39	1
45	1	7	419	0.53	1
5	1	43	113	1.53	1
5	1	4	113	1.7	1
2	1	19	435	2.75	0
15	1	22	245	1.03	0
12	1	20	328	1.84	0
18	1	13	134	0.15	0
2	1	6	477	0.56	0
35	1	19	21	0.38	1
52	1	13	379	2.55	1
3	1	20	113	1.04	0
9	1	19	334	2.41	1
3	2	20	153	1.56	1
35	1	19	274	1.42	1
45	1	47	419	1.84	1
5	1	36	113	0.53	1
39	1	19	213	1.66	1
23	1	19	153	2.62	0
12	1	19	259	1.56	0
83	0	50	171	1.89	1
19	0	0	213	2.48	1
66	1	10	101	2.58	1
9	1	13	466	1.6	1
19	114	0	213	1.19	1
3	1	19	205	0.3	0
3	1	22	280	0.65	1
15	1	19	111	1.53	0
8	1	17	145	0.1	0
14	1	13	489	0.65	0
3	1	20	280	2.59	0
15	1	8	391	0.59	0
20	1	13	259	0.71	0
84	0	38	101	2.78	1
35	1	20	21	1.49	1
1	1	22	349	1.96	0
18	1	22	107	2.84	0
60	1	19	21	1.43	1
18	1	25	107	1.57	1
64	1	13	459	2.03	0
18	1	22	107	1.48	0
35	1	19	21	0.37	1
3	1	19	280	0.59	0
9	1	13	466	2.6	1
9	1	19	258	1.87	1
27	1	19	122	0.78	0
19	18	0	213	1.94	1
3	1	13	137	0.36	0
12	1	13	265	1.47	0
35	1	22	21	0.74	1
3	1	15	280	1.52	0
19	441	0	282	1.28	1
19	40	24	213	0.92	1
9	1	19	127	1.9	0
9	1	19	466	1.79	0
190	1	19	101	1.5	1
2	1	18	236	2.5	0
14	1	13	379	0.31	0
64	1	16	459	2.16	0
3	1	12	424	2.01	0
27	1	13	153	2.35	0
175	1	13	101	2.97	1
12	1	13	497	0.89	0
72	1	13	101	2.88	1
45	1	7	419	1.64	1
28	1	10	135	2.8	0
19	0	29	213	2.49	1
3	1	18	137	1.07	1
9	1	19	466	2.14	0
29	1	13	213	0.73	1
72	1	10	101	1.66	1
19	0	0	213	0.35	1
5	1	49	113	1.51	1
15	2	19	386	2.67	0
19	579	29	213	1.63	1
5	1	36	113	0.54	1
18	1	22	121	0.71	0
14	1	19	442	2.35	0
45	1	32	419	2.62	1
2	1	17	477	1.61	0
18	1	17	121	1.91	0
29	1	19	213	2.54	1
2	1	1	122	0.77	0
35	1	18	274	1.9	1
15	1	13	245	2.51	0
14	1	19	442	0.33	0
14	1	18	379	1.75	0
18	1	6	107	2.84	0
19	0	607	347	0.07	1
29	1	13	213	1.57	1
13	1	10	469	1.66	0
25	1	13	259	1.83	0
2	1	13	258	0.92	0
29	1	13	213	1.72	1
2	1	19	477	0.98	0
3	1	47	280	2.03	0
14	1	14	442	2.86	0
19	0	24	213	2.32	1
9	1	8	258	1.42	1
2	2	65	205	1	0
2	1	19	237	0.46	0
19	0	21	213	1.83	1
18	1	13	121	0.59	1
10	1	32	113	0.59	1
6	1	12	459	2.32	0
19	0	866	213	2.58	1
29	1	49	213	0.74	1
9	1	19	489	1.79	0
3	1	13	280	2.35	0
15	1	15	130	1.72	0
3	1	19	205	0.3	0
2	1	17	469	0.28	0
35	1	19	21	0.44	1
3	1	18	173	1.67	0
72	1	19	101	1.41	1
19	0	24	213	0.84	1
10	1	47	113	0.45	1
35	1	13	21	2.54	1
9	1	6	334	1.89	0
26	1	13	266	1.83	0
18	1	18	107	2.74	0
107	1	19	171	1.32	1
15	1	15	140	0.06	0
6	1	40	459	2.45	0
27	1	19	153	0.61	0
19	0	21	213	2.56	1
3	1	17	280	0.36	0
9	1	13	282	2.42	1
19	33	29	213	1.81	1
3	1	13	280	2.49	0
19	299	0	213	2.36	1
83	0	21	171	0.48	1
35	1	19	21	2.52	1
1	1	27	134	2.94	0
29	1	18	213	0.69	1
19	0	0	347	1.53	1
19	0	21	347	1.73	1
19	0	38	347	2.44	1
55	1	19	453	0.51	1
14	1	49	401	0.53	0
15	1	53	278	0.96	0
15	1	10	245	0.47	0
19	0	24	213	1.64	1
3	1	19	489	1.41	0
108	1	13	243	1.72	1
35	1	19	274	1.36	1
26	1	19	477	1.75	0
12	1	19	328	0.37	0
2	1	10	477	0.17	0
19	0	0	213	2.8	1
9	1	17	448	2.62	0
3	1	10	280	2.03	0
2	1	20	477	1.16	0
19	101	29	213	1.68	1
12	1	10	245	1.48	0
23	1	18	153	2.87	0
5	1	37	113	2.78	1
2	1	19	435	0.07	1
8	1	19	145	2.53	1
13	1	12	477	2.85	0
19	95	21	213	1.39	1
18	1	19	107	2.29	0
12	1	17	135	0.02	0
11	1	13	122	1.75	1
29	1	19	213	2.98	1
32	1	13	376	0.68	1
19	211	29	213	0.76	1
3	1	22	113	3	0
2	1	25	435	0.48	0
5	1	43	113	0.66	1
19	0	0	213	1.74	1
1	1	1	452	1.14	1
18	1	10	134	0.89	0
23	1	19	153	2.9	0
35	1	13	21	0.49	1
3	1	6	280	1.98	1
8	1	18	145	2.87	0
12	1	17	326	2	0
20	1	13	259	2.31	0
19	0	24	213	2.88	1
19	0	0	213	1.61	1
2	1	19	469	0.9	1
2	1	1	212	0.82	0
2	1	19	237	2.76	0
15	1	17	265	2.85	0
19	0	38	213	2.69	1
9	1	19	258	1.39	0
1	1	40	134	0.96	0
17	1	8	128	2.99	0
9	2	9	258	2.84	0
10	1	47	113	0.81	1
1	1	19	101	1.45	1
7	1	13	101	2.69	0
12	1	8	259	0.05	0
6	1	15	125	1.44	0
19	0	24	213	1.52	1
72	1	13	101	0.69	1
5	1	36	113	1.5	1
2	1	6	236	1.4	0
9	1	20	134	0.04	0
190	1	19	101	2.63	1
3	1	13	130	2.93	0
18	1	22	439	1	0
19	209	24	282	2.67	1
12	1	13	242	1.58	0
15	1	13	245	1.63	0
10	1	11	113	1.49	1
66	1	22	101	0.71	1
32	1	19	376	1.64	0
26	1	20	477	2.34	0
18	1	13	121	0.81	1
3	1	25	280	1.4	0
37	1	22	213	1.08	1
13	1	17	477	1.91	0
3	1	19	137	2.53	0
18	1	18	107	1.9	0
14	1	13	442	1.79	0
13	1	18	477	0.9	0
19	0	0	213	1.93	1
35	1	9	274	1.37	1
3	1	9	424	0.99	0
8	1	27	145	1.38	0
12	1	22	205	1.01	0
35	1	22	21	2.55	1
108	1	19	243	1.67	1
35	1	13	21	1.59	1
9	2	25	134	0.4	0
15	1	20	153	1.42	0
35	1	13	21	0.49	1
15	1	13	3	1.35	0
12	1	13	178	1.91	0
5	1	30	113	3	1
3	1	19	173	0.96	1
3	1	17	280	2.41	0
14	1	1	489	0.21	1
19	0	21	213	1	1
14	1	22	379	1.68	0
12	1	13	105	0.82	0
1	1	18	150	1.18	0
3	1	17	173	1.18	0
10	1	11	113	1.48	1
2	1	19	212	1.58	0
2	1	18	477	0.38	0
3	1	9	280	1.75	0
2	1	4	469	1.85	0
39	1	19	101	0.75	1
14	1	20	134	1.49	0
3	1	18	137	2.15	0
45	1	48	5	1.6	1
12	1	13	178	0.28	0
98	1	13	224	0.75	1
9	1	13	334	1.78	1
19	0	0	343	2.8	1
12	1	22	328	2.43	1
12	1	19	265	1.54	0
2	1	3	477	0.83	0
5	1	61	113	1.67	1
3	1	18	480	1.69	0
8	1	13	145	2.52	1
10	1	32	113	0.94	1
50	276	38	213	0.31	1
19	0	0	347	2.61	1
10	1	36	113	0.54	1
0	0	24	101	2.45	1
10	1	7	113	2.48	1
10	1	61	113	0.69	1
15	1	19	265	2.98	0
3	1	17	130	0.44	0
26	1	3	121	1.97	0
29	1	41	213	2.82	1
35	1	19	21	1.48	1
3	1	19	280	1.36	0
9	1	19	244	2.52	1
19	0	0	213	0.53	1
84	0	38	101	2.84	1
14	1	19	463	0.92	0
19	0	21	213	2.59	1
9	1	19	234	1.02	0
19	0	24	213	1.42	1
3	1	17	280	1.36	0
14	1	22	213	1.43	1
72	1	22	101	1.47	1
139	2	19	101	2.83	1
3	1	19	442	1.5	0
19	16	0	213	0.97	1
9	1	13	244	0.67	1
15	1	19	412	1.44	0
29	1	13	213	0.98	1
29	1	13	343	2.85	1
108	1	13	243	2.43	1
3	1	11	280	1.79	0
35	1	3	274	0.76	1
10	1	43	113	1.48	1
34	1	19	243	2.73	1
35	1	13	21	1.38	1
18	1	19	121	0.95	0
19	0	24	213	2.22	1
5	1	47	113	1.86	1
12	1	13	259	2.06	0
11	1	19	487	2.34	0
9	1	19	466	1.12	1
9	1	37	445	0.57	1
19	82	24	333	1.04	1
15	1	18	315	0.68	0
35	1	13	21	0.68	1
72	1	6	101	0.34	1
19	0	29	213	0.31	1
66	1	19	101	0.65	1
3	2	18	280	1.59	0
19	0	59	213	2.6	1
25	1	43	259	1.73	0
13	1	17	477	0.55	0
20	1	19	259	0.51	0
19	0	0	333	1.93	1
9	1	19	127	2.93	0
12	1	9	265	0.93	0
3	1	10	280	0.76	1
9	1	13	489	1	0
9	1	19	442	1.39	0
10	1	11	113	0.7	1
3	1	6	173	0.27	1
19	0	24	213	0.9	1
5	1	61	113	2.98	1
9	1	18	232	1.44	0
39	1	12	101	2.4	1
5	1	37	113	2.94	1
19	0	24	347	0.38	1
19	0	21	213	0.34	1
29	1	13	213	2.89	1
23	1	8	153	2.43	0
21	2	49	128	1.52	0
9	1	17	232	1.36	0
14	1	19	349	1.65	0
15	1	19	245	1.94	0
2	1	28	237	1.42	0
11	1	19	219	1.89	0
37	1	17	213	1.03	1
2	1	19	236	2.51	0
3	1	37	379	0.73	0
18	1	18	107	0.37	0
18	1	13	107	2	0
66	1	41	101	1.8	1
3	1	13	379	0.43	0
14	1	19	480	0.46	1
6	1	13	459	2.48	0
9	1	13	466	1.53	1
2	1	13	469	1.83	0
143	0	0	414	1.94	1
34	1	19	243	1.87	1
9	1	19	244	2.04	1
12	1	22	259	1.79	0
22	1	41	496	0.64	0
28	1	25	135	1.96	0
24	1	19	178	1.01	0
2	1	32	401	2.98	0
3	1	13	153	2.09	0
25	1	13	259	1.84	0
35	1	18	21	0.07	1
19	0	50	213	2.82	1
12	1	19	105	2.98	0
12	1	25	19	1.92	0
105	1	17	451	1.92	1
19	114	0	213	2.99	1
2	1	19	401	1.48	0
19	0	24	213	0.9	1
9	1	13	489	2.57	1
29	1	19	213	0.45	1
19	0	0	347	2.74	1
9	1	19	215	2.69	1
10	1	27	113	2.66	1
3	1	23	280	2.98	0
19	0	38	213	2.93	1
150	1	19	110	0.02	1
12	1	19	265	2.95	0
12	1	8	259	2.99	0
9	1	6	334	0.71	0
19	0	24	347	2.91	1
3	1	19	19	0.42	1
1	1	13	134	2.8	0
1	1	19	134	2.15	0
3	1	13	280	0.6	0
3	1	37	408	0.86	1
12	1	9	245	0.46	0
9	1	19	234	1.99	1
9	1	25	334	0.59	0
35	1	1	274	1.42	1
23	1	53	153	2.47	0
19	0	24	333	0.77	1
13	1	13	400	2.6	0
3	1	13	442	2.98	0
19	0	24	213	0.92	1
24	2	25	178	0.71	0
2	1	13	237	0.37	1
6	1	6	459	1.56	0
9	1	19	334	2.48	1
3	1	13	280	2.37	0
9	1	19	134	1.3	0
2	1	19	219	2.83	1
19	0	24	347	1.12	1
5	1	27	113	2.86	1
18	1	19	134	2.01	0
19	0	24	347	0.79	1
15	1	8	386	0.68	0
9	1	19	134	0.1	0
19	0	24	213	2.74	1
2	1	23	205	1.42	0
35	1	13	21	0.58	1
35	1	13	21	0.4	1
3	1	17	280	1.33	0
19	0	24	347	2.56	1
19	0	29	213	0.36	1
10	1	27	113	0.65	1
10	1	13	317	0.23	1
19	0	29	213	1.64	1
2	1	14	477	2.22	0
8	1	20	145	0.69	0
2	2	13	237	1.97	0
8	1	25	140	0.29	0
27	1	37	332	2.61	1
29	1	13	213	2.87	1
18	1	17	107	0.77	0
3	1	13	424	1.98	0
18	1	14	107	1.78	0
23	1	19	153	0.62	0
3	1	20	115	0.61	0
9	1	25	134	0.23	0
35	1	13	21	2.34	1
35	1	13	21	1.46	1
10	1	32	113	1.72	1
19	0	21	213	1.68	1
2	1	19	122	1.31	0
45	1	8	5	1.59	1
9	1	18	232	0.3	1
29	1	13	213	2.15	1
2	1	14	219	0.97	0
27	1	4	153	2.79	0
9	1	41	334	1.91	0
15	1	25	386	2.86	0
35	1	20	274	0.74	1
12	1	8	409	0.81	0
2	1	17	452	0.37	1
9	1	35	258	1.11	0
35	1	19	274	1.39	1
19	965	76	213	0.3	1
19	0	50	282	1.86	1
19	0	24	213	0.62	1
29	1	13	343	2.82	1
12	1	13	265	0.63	0
29	1	19	101	3	1
12	1	27	265	1.99	0
45	1	17	5	2.99	1
19	0	0	213	2.89	1
29	1	10	210	0.37	1
35	1	10	274	1.83	1
18	1	25	121	1.12	1
19	0	24	347	2.5	1
29	1	18	343	0.54	1
3	1	13	452	2.95	0
32	1	19	376	0.47	1
3	2	13	417	0.9	0
11	1	30	137	1.97	0
6	1	23	459	1.44	0
18	1	39	376	2.64	0
19	100	0	333	0.33	1
10	1	27	113	0.96	1
12	1	8	328	2.91	0
3	1	10	211	1.98	0
2	1	6	477	2.68	0
11	1	41	219	0.66	0
19	0	29	210	0.52	1
18	1	13	439	1.86	1
15	1	9	265	0.89	0
26	1	22	266	0.48	1
15	1	13	265	2.53	1
15	1	19	245	0.07	0
3	1	17	19	1.41	0
35	1	13	274	1.8	1
244	1	32	101	2.95	1
48	1	22	213	0.31	1
18	1	49	107	2.22	0
19	0	21	213	0.65	1
2	1	22	435	1.34	0
14	1	25	134	1.38	1
19	0	24	347	1.33	1
12	1	34	178	1.72	0
12	1	12	140	0.86	0
29	1	19	343	0.08	1
10	1	43	113	0.47	1
45	1	61	419	0.47	1
3	1	15	137	0.45	0
19	0	29	213	0.75	1
14	1	13	489	2.64	0
9	1	2	442	0.48	0
19	0	0	333	1.95	1
5	1	18	113	1.58	1
9	1	17	244	1.63	1
18	1	10	107	1.26	0
15	1	22	130	1.42	0
14	1	19	379	0.98	0
12	1	19	245	2.59	0
45	1	20	5	1.58	1
3	1	18	280	2.41	0
64	1	10	459	2.28	0
23	1	15	153	0.63	0
5	1	117	377	1.9	0
3	1	58	280	0.36	0
23	1	19	153	1.77	0
29	1	13	343	1.34	1
13	1	14	477	0.6	0
2	1	8	477	0.15	0
15	1	19	153	2.33	0
19	6	29	213	0.53	1
10	1	13	317	2.54	1
5	1	30	113	1.6	1
18	1	13	439	1.66	0
19	0	24	343	2.85	0
66	1	22	101	0.32	1
3	1	22	280	0.67	0
45	1	15	5	2.64	1
27	1	13	122	0.59	0
9	1	13	466	2.26	0
15	1	19	245	0.84	1
64	1	19	459	0.64	1
108	1	13	268	0.73	1
18	1	23	376	1.95	0
26	1	13	121	0.33	0
3	1	19	280	1.46	0
26	1	13	266	1.58	0
19	0	50	213	2.97	1
19	16	0	213	1.95	1
18	1	47	376	2.61	1
5	1	27	113	0.77	1
12	1	19	409	2.54	0
22	1	47	116	2.11	0
5	1	30	113	1.95	1
35	1	13	274	2.17	1
14	1	13	379	0.87	0
9	1	8	466	1.73	0
163	0	29	4	0.51	1
3	1	4	280	1.99	0
64	1	17	459	1.65	0
18	1	37	107	1.93	0
52	1	19	213	0.79	1
12	1	23	340	2.88	0
17	1	17	280	1.69	0
12	1	13	140	2.77	0
10	1	36	113	0.44	1
2	1	13	219	0.74	0
3	1	25	409	1.77	0
18	1	19	376	2.05	1
11	1	13	122	0.68	1
3	1	22	480	0.69	0
19	40	24	213	1.45	1
19	0	38	347	0.75	1
35	1	13	274	0.94	1
12	1	8	245	1.93	0
19	0	24	213	2.98	1
12	1	9	265	1.8	0
26	1	13	266	1.79	0
19	0	29	333	0.48	1
10	1	37	113	0.8	1
18	1	13	107	0.79	1
35	1	19	21	1.85	1
18	1	8	107	2.93	0
35	1	13	21	1.48	1
19	16	0	213	2.98	1
3	1	6	280	0.59	0
9	1	19	232	2.94	0
3	1	19	489	2.73	0
3	1	22	421	1.63	1
2	1	13	205	0.16	0
29	1	19	210	2.85	1
15	1	25	140	1.02	0
19	0	0	213	0.45	1
19	0	0	213	2.79	1
19	109	29	213	2.53	1
12	1	19	259	1.76	0
12	1	19	265	1.89	0
1	1	32	135	1.85	0
12	1	19	265	1.03	0
12	1	10	245	0.83	0
107	1	25	171	2.84	1
5	1	49	113	0.25	1
18	1	19	107	2.39	0
29	1	9	213	0.57	1
9	1	28	244	2.49	0
15	1	3	386	2.78	0
2	1	19	122	2.8	0
19	97	24	333	2.82	1
9	1	10	490	2.99	0
19	396	21	333	1.66	1
9	1	19	334	1.77	0
29	1	13	213	0.77	1
5	1	37	113	0.67	1
26	1	18	121	1.37	0
21	1	16	128	1.68	0
35	1	19	274	1.34	1
45	1	61	419	1.81	1
35	1	19	274	1.77	1
15	1	15	140	1.04	0
7	1	13	101	2.56	0
10	1	47	113	2.64	1
35	1	8	274	0.79	1
12	1	22	497	0.51	0
2	1	8	317	1.78	0
10	1	47	113	2.64	1
29	1	13	213	1.79	1
5	1	7	113	0.48	1
11	1	26	219	0.49	0
19	0	24	213	2.79	1
8	1	19	145	0.15	0
9	1	25	466	2.92	1
39	1	6	101	1.95	1
72	1	13	101	0.97	1
19	0	21	213	2.7	1
3	1	13	280	0.47	0
45	1	48	5	0.73	1
13	1	19	477	1.54	1
15	1	10	245	2.51	0
9	1	3	127	2.75	0
14	1	9	379	1.1	0
35	1	19	21	2.37	1
15	1	19	412	2.31	0
3	1	8	280	1.41	0
14	1	22	401	0.75	0
1	1	25	134	2.92	0
9	1	13	334	1.59	0
21	1	19	128	2	0
9	1	19	134	0.35	1
10	1	96	317	2.31	1
29	1	18	213	1.79	1
29	1	13	213	2.37	1
19	0	38	213	2.98	1
35	1	19	21	0.37	1
19	0	29	268	0.18	1
28	1	26	135	0.55	0
14	1	20	134	1.56	0
15	1	23	245	2.38	0
2	1	36	212	2.23	0
19	0	24	213	1.68	1
72	1	8	101	2.9	1
19	6	29	213	1.77	1
19	0	38	347	0.91	1
18	1	19	121	0.48	0
20	1	9	259	2.45	0
3	1	25	379	2.91	1
15	1	19	245	2.09	0
19	0	29	213	0.58	1
1	1	13	134	0.84	0
35	1	19	21	1.66	1
23	1	25	153	2.83	0
103	1	19	379	2.19	1
9	1	13	244	0.41	1
12	1	9	265	1.8	0
35	1	19	21	1.45	1
15	1	4	315	1.92	0
8	1	11	145	2.23	0
62	1	19	21	1.54	1
7	1	25	101	2.57	1
96	203	24	213	1.69	1
35	1	19	21	2.35	1
18	1	15	107	2.59	0
29	1	22	213	1.46	1
3	1	18	280	0.46	0
12	2	10	259	0.8	0
20	1	19	478	0.3	1
18	1	47	107	2.38	0
21	1	13	128	1.36	0
3	1	19	19	1.83	0
35	1	22	21	1.55	1
19	0	24	213	0.46	1
29	1	3	213	1.78	1
19	0	24	213	2.3	1
3	1	17	137	1.61	0
12	1	19	219	1.56	0
12	1	13	140	1.69	0
2	1	16	401	1.99	0
2	1	16	243	2.59	0
19	0	38	347	2.53	1
35	1	25	274	1.69	1
12	1	27	259	2.74	0
14	1	18	113	2.64	0
78	0	67	224	0.53	1
9	1	18	107	1.94	0
13	2	5	400	0.73	0
19	40	24	213	0.05	1
14	1	22	463	0.02	0
9	1	13	215	1.73	0
14	1	17	379	2.02	0
19	0	24	347	2.63	1
29	1	18	213	1.53	1
9	1	19	107	2.7	1
19	18	0	333	1.94	1
5	1	36	113	2.82	1
13	1	13	477	2.67	0
1	1	13	439	1.81	0
12	1	19	145	0.65	0
9	1	19	127	1.83	1
29	1	19	213	0.81	1
8	1	26	259	1.25	0
72	1	13	101	0.89	1
19	0	38	213	2.86	1
3	1	8	137	2.86	0
45	1	11	419	0.59	1
19	88	24	213	1.84	1
45	1	35	213	2.53	1
18	1	19	121	1.8	1
3	1	13	317	2.69	1
3	1	13	417	1.7	0
12	1	31	259	1.86	0
64	1	41	459	2.13	0
18	1	13	439	1.87	0
37	1	19	282	1.06	1
19	0	24	213	1.91	1
2	1	19	212	0.71	0
19	29	24	213	0.66	1
2	1	19	377	1	0
6	1	19	459	2.5	0
3	1	13	280	2.92	0
18	1	20	107	1.43	0
96	0	24	213	2.75	1
17	1	17	280	0.58	0
2	1	20	237	1.9	0
48	1	13	213	1.92	1
7	1	13	101	0.78	0
19	0	0	213	0.39	1
1	1	19	134	1.34	0
19	0	50	213	1.78	1
14	1	15	401	1.31	0
35	1	18	21	2.1	1
1	2	1	134	2.5	0
45	1	36	419	0.62	1
19	0	24	333	0.55	1
11	1	19	219	1.79	0
9	1	18	232	2.57	1
15	1	19	379	2.94	0
2	1	18	477	0.32	0
1	1	19	125	0.92	0
2	1	13	236	0.39	1
3	1	13	280	0.7	0
9	1	8	489	1.49	0
35	1	13	274	0.61	1
8	1	19	145	2.65	1
15	1	19	140	0.38	0
19	33	29	213	0.83	1
8	1	13	145	0.64	1
15	1	13	245	0.78	0
3	1	19	280	2.47	0
6	1	41	125	2.63	0
3	1	19	424	2.63	0
8	1	19	145	2.79	1
66	1	22	101	2.96	1
35	1	18	274	0.35	1
43	59	22	330	0.93	1
43	1	19	330	1.46	1
15	1	13	430	1.48	0
5	1	61	113	2.94	1
9	1	13	334	0.44	0
12	1	19	245	1.97	0
3	1	16	442	0.81	1
10	1	30	113	0.63	1
9	1	19	334	0.64	1
35	1	19	274	2.34	1
3	1	17	205	2.61	0
183	3032	607	347	0.59	0
12	1	17	259	2.42	0
19	0	38	213	0.51	1
2	1	13	237	2.7	0
3	1	13	424	1.51	0
35	1	16	274	2.11	1
15	1	13	245	2.36	0
19	0	38	347	2.67	1
15	1	13	315	0.75	0
19	21	24	213	0.87	1
12	1	18	409	1.64	0
9	1	19	334	0.62	0
19	0	50	343	2.7	1
12	1	3	245	0.08	0
19	0	21	213	0.47	1
3	1	13	280	2.06	0
13	1	13	400	2.96	0
35	1	13	274	1.43	1
3	1	13	452	3.01	0
2	1	16	237	2.52	0
18	1	13	439	1.9	0
20	1	13	478	0.82	1
19	53	21	213	0.64	0
3	1	37	211	2.95	0
19	0	24	213	1.76	1
12	1	37	328	1.67	0
14	1	13	463	0.48	0
